Depth_m,qt_MPa,fs_kPa,u2_kPa,FR_percent,qt_bar,fs_bar,Fr_percent,robertson_zone,soil_type
2.586,0.22252,1.681,12.6,0.7554377134639584,2.2252,0.016810000000000002,0.7554377134639584,0,Unclassified
2.597,0.21724,1.425,11.2,0.6559565457558462,2.1723999999999997,0.01425,0.6559565457558463,0,Unclassified
2.607,0.247,1.21,10.0,0.4898785425101215,2.4699999999999998,0.0121,0.4898785425101215,0,Unclassified
2.618,0.2400199999999999,1.391,10.1,0.5795350387467711,2.400199999999999,0.01391,0.5795350387467714,0,Unclassified
2.629,0.25214,1.607,10.7,0.6373443325136829,2.5214,0.01607,0.6373443325136829,0,Unclassified
2.64,0.27214,1.774,10.7,0.6518703608436834,2.7214,0.01774,0.6518703608436833,0,Unclassified
2.651,0.26414,1.847,10.7,0.6992503975164686,2.6414,0.01847,0.6992503975164686,0,Unclassified
2.662,0.25014,1.97,10.7,0.787558966978492,2.5014,0.0197,0.787558966978492,0,Unclassified
2.673,0.24014,2.049,10.7,0.8532522695094528,2.4013999999999998,0.020489999999999998,0.8532522695094528,0,Unclassified
2.684,0.23214,1.939,10.7,0.8352718187300767,2.3214,0.01939,0.8352718187300767,0,Unclassified
2.695,0.22714,1.835,10.7,0.8078717971295236,2.2714,0.018349999999999998,0.8078717971295236,0,Unclassified
2.706,0.23028,1.907,11.4,0.8281222859128018,2.3028,0.01907,0.8281222859128018,0,Unclassified
2.717,0.2524,2.298,12.0,0.910459587955626,2.524,0.02298,0.910459587955626,0,Unclassified
2.728,0.3044,2.411,12.0,0.7920499342969777,3.044,0.02411,0.7920499342969777,0,Unclassified
2.739,0.3414,2.547,12.0,0.7460456942003515,3.4139999999999997,0.025470000000000003,0.7460456942003517,1,Sensitive clay
2.751,0.34156,2.791,12.8,0.8171331537650779,3.4155999999999995,0.02791,0.817133153765078,1,Sensitive clay
2.762,0.32152,3.089,12.6,0.9607489425230156,3.2152,0.03089,0.9607489425230157,2,Organic soil
2.773,0.30426,3.454,11.3,1.1352133044107016,3.0425999999999997,0.03454,1.1352133044107016,0,Unclassified
2.784,0.294,3.836,10.0,1.3047619047619048,2.94,0.03836,1.3047619047619048,0,Unclassified
2.796,0.32102,4.121,10.1,1.2837206404585384,3.2102000000000004,0.041210000000000004,1.2837206404585384,2,Organic soil
2.807,0.37614,3.763,10.7,1.000425373531132,3.7613999999999996,0.03763,1.000425373531132,1,Sensitive clay
2.818,0.4111399999999999,3.532,10.7,0.8590747677190252,4.111399999999999,0.03532,0.8590747677190252,1,Sensitive clay
2.828,0.4281399999999999,2.969,10.7,0.6934647545195497,4.281399999999999,0.029689999999999998,0.6934647545195498,1,Sensitive clay
2.839,0.44284,2.702,9.2,0.610152651070364,4.4284,0.02702,0.610152651070364,1,Sensitive clay
2.85,0.48932,2.428,6.6,0.4961988065069893,4.8932,0.02428,0.4961988065069893,0,Unclassified
2.861,0.5359200000000001,2.483,4.6,0.4633154202119719,5.3592,0.02483,0.4633154202119719,0,Unclassified
2.872,0.55752,2.656,2.6,0.4763954656335198,5.575200000000001,0.02656,0.4763954656335198,0,Unclassified
2.883,0.5571200000000001,2.768,0.6,0.4968408960367604,5.571200000000001,0.027679999999999996,0.4968408960367603,0,Unclassified
2.894,0.52686,2.642,-0.7,0.5014614888205595,5.2686,0.02642,0.5014614888205595,0,Unclassified
2.905,0.47274,2.271,-1.3,0.4803909125523543,4.7274,0.022709999999999998,0.4803909125523542,0,Unclassified
2.916,0.3859,2.015,-0.5,0.5221559989634621,3.859,0.02015,0.5221559989634621,0,Unclassified
