Depth_m;qt_MPa;fs_kPa;u2_kPa;FR_percent
6,486;25,56174;166,081;18,7;0,6497249404774479
6,498;25,53688;163,166;19,4;0,638942580299551
6,509;25,579;160,92;20,0;0,6291098166464677
6,52;25,676000000000002;159,444;20,0;0,6209845770369214
6,531;25,795;158,497;20,0;0,6144485365380888
6,542;25,97616;158,651;20,8;0,6107561702730504
6,553;26,21628;159,405;21,4;0,6080382113709496
6,564;26,59028;160,16;21,4;0,6023253609965747
6,576;27,075280000000003;160,983;21,4;0,5945755685629105
6,587;27,57542;161,737;22,1;0,5865259713179346
6,598;27,939539999999997;162,491;22,7;0,5815807991112238
6,609;28,18254;163,412;22,7;0,579834181021299
6,62;28,35754;166,678;22,7;0,5877731284166398
6,631;28,4844;169,877;22,0;0,5963860920363426
6,642;28,593259999999997;171,762;21,3;0,6007079990179505
6,715;28,88516;185,474;20,8;0,6421082659746389
6,725;28,97428;187,386;21,4;0,6467322052523825
6,735;29,00342;189,747;22,1;0,654222846822892
6,793;28,44062;204,633;28,1;0,719509630943348
6,803;28,41362;207,969;28,1;0,7319341921233549
6,813;28,28462;210,694;28,1;0,7449065958814366
6,823;28,07462;212,546;28,1;0,7570752515973502
6,834;27,858620000000002;213,227;28,1;0,7653896711323102
6,843;27,58162;212,864;28,1;0,7717603244479475
6,853;27,27662;211,988;28,1;0,7771784040691258
6,863;26,957620000000002;210,632;28,1;0,7813449406883841
6,874;26,63878;207,71;28,9;0,7797279004518977
6,884;26,375880000000002;204,306;29,4;0,7745940609374928
6,894;26,172880000000003;201,269;29,4;0,7689982913611341
6,904;26,08188;198,815;29,4;0,7622725048961194
6,914;26,029880000000002;196,985;29,4;0,7567649178559409
6,924;26,03688;195,384;29,4;0,7504124918192963
6,934;26,08402;194,505;30,1;0,7456864394368659
6,945;26,22514;194,586;30,7;0,741982692942726
6,955;26,42314;195,354;30,7;0,7393292394469394
6,965;26,7153;196,1;31,5;0,7340363012955123
6,976;27,06242;196,977;32,1;0,7278617359423142
6,986;27,414260000000002;197,859;31,3;0,7217375190867817
6,996;27,61714;198,13;30,7;0,717416792615021
7,006;27,69798;198,725;29,9;0,7174710935598914
7,016;27,70074;201,015;28,7;0,7256665345402324
7,027;27,63046;204,266;27,3;0,7392783182038952
7,037;27,554199999999998;206,493;26,0;0,7494066240355373
7,048;27,41308;207,006;25,4;0,7551358694462643
7,057;27,23394;205,993;24,7;0,7563833951312223
7,068;26,9588;204,922;24,0;0,7601302728608098
7,079;26,7038;204,019;24,0;0,7640073697376403
7,09;26,5038;202,198;24,0;0,7629019234977626
7,1;26,33596;200,253;24,8;0,7603785850221522
7,111;26,18008;198,126;25,4;0,7567814918823778
7,122;26,08308;196,191;25,4;0,7521772735428485
7,132;25,99426;194,131;26,3;0,7468225677514958
7,141;25,957340000000002;192,597;26,7;0,7419751022254206
7,152;25,96434;190,267;26,7;0,7328012189025409
7,162;26,029500000000002;186,866;27,5;0,7179008432739775
7,173;26,105620000000002;184,023;28,1;0,7049171787530807
7,183;26,16062;182,914;28,1;0,6991959670680586
7,193;26,254759999999997;182,244;28,8;0,6941369869692201
7,204;26,35388;181,959;29,4;0,690444822546054
7,215;26,46004;182,378;30,2;0,6892582172967235
7,225;26,54714;183,576;30,7;0,6915095185394735
7,236;26,59714;185,891;30,7;0,6989134922025451
7,246;26,60914;188,726;30,7;0,709252535031196
7,257;26,621299999999998;191,994;31,5;0,7212044490689786
7,267;26,636419999999998;194,423;32,1;0,7299141551304568
7,278;26,64142;196,455;32,1;0,737404387603964
7,289;26,57742;198,75;32,1;0,7478152506902477
7,299;26,51042;200,23;32,1;0,7552879207496525
7,31;26,433419999999998;202,24;32,1;0,7650920690550069
7,32;26,304419999999997;204,559;32,1;0,7776601803042987
7,33;26,10942;204,905;32,1;0,7847933810862134
7,341;25,869419999999998;204,346;32,1;0,7899133416984224
7,352;25,616419999999998;203,656;32,1;0,7950213183575224
7,362;25,42342;201,785;32,1;0,7936973074432944
7,373;25,17342;199,683;32,1;0,7932295254280108
7,384;24,89642;197,262;32,1;0,792330784908031
7,394;24,589419999999997;195,326;32,1;0,794349765061559
7,405;24,36856;192,826;32,8;0,7912900885403159
7,416;24,17368;190,334;33,4;0,7873604680793326
7,426;24,04452;187,863;32,6;0,7813131640806305
7,436;23,96256;184,593;32,8;0,770339229197548
7,447;23,967679999999998;182,517;33,4;0,7615130041789611
7,458;24,03268;180,771;33,4;0,7521882703052676
7,468;24,07168;179,327;33,4;0,7449708537168989
7,479;24,14884;178,351;34,2;0,7385489323710787
7,489;24,21794;177,244;34,7;0,7318706710810251
7,5;24,33994;175,67;34,7;0,7217355507039048
7,51;24,45094;174,44;34,7;0,7134286043808541
7,521;24,56194;173,942;34,7;0,7081769599632604
7,532;24,65394;175,239;34,7;0,7107951102339017
7,542;24,7531;175,981;35,5;0,7109452957407355
7,553;24,87422;176,967;36,1;0,7114474343316093
7,564;25,04322;178,236;36,1;0,7117135895463921
7,575;25,238220000000002;180,49;36,1;0,715145521356102
7,585;25,44922;181,883;36,1;0,7146898804757081
7,596;25,642220000000002;183,056;36,1;0,7138851472298421
7,607;25,82822;184,108;36,1;0,7128172208537793
7,618;25,924220000000002;185,231;36,1;0,7145094432927972
7,628;25,89722;186,605;36,1;0,7205599674405205
7,639;25,82022;187,607;36,1;0,7265894713522968
7,649;25,706220000000002;189,017;36,1;0,7352967491914408
7,66;25,55322;189,978;36,1;0,7434601197031137
7,67;25,419059999999998;189,39;35,3;0,7450708248062674
7,681;25,31294;188,07;34,7;0,7429796775878265
7,692;25,25094;186,347;34,7;0,7379804474605699
7,703;25,211100000000002;184,388;35,5;0,7313762588701008
7,713;25,16922;182,697;36,1;0,7258746993351404
7,724;25,13922;180,367;36,1;0,7174725389252331
7,735;25,06222;178,473;36,1;0,7121196765490049
7,746;25,04022;176,071;36,1;0,7031527678271197
7,757;25,05322;174,166;36,1;0,6951840921047274
7,768;25,10222;173,129;36,1;0,6896959711133119
7,778;25,18922;172,184;36,1;0,6835622540118353
7,789;25,340359999999997;171,792;36,8;0,6779382771199779
7,8;25,52548;171,336;37,4;0,6712351736382626
7,811;25,76848;171,989;37,4;0,6674394453999615
7,822;26,08748;173,089;37,4;0,6634945192099813
7,832;26,444480000000002;174,185;37,4;0,6586818874865378
7,843;26,726480000000002;175,221;37,4;0,6556082207608334
7,854;26,860480000000003;176,485;37,4;0,6570433588677492
7,865;26,83348;177,709;37,4;0,6622659453786836
7,875;26,70448;179,45;37,4;0,6719846258006147
7,886;26,58834;181,185;36,7;0,6814453252816836
7,897;26,47922;183,566;36,1;0,6932454959020696
7,908;26,34022;184,41;36,1;0,700108047692844
7,919;26,23622;182,04;36,1;0,6938499524702872
7,93;26,18222;177,469;36,1;0,6778225834172962
7,94;26,18722;173,79;36,1;0,6636443272710887
7,95;26,19122;171,083;36,1;0,653207448908451
7,961;26,23122;170,791;36,1;0,6510981952040354
7,972;26,35522;173,058;36,1;0,6566365221007451
7,983;26,53136;172,923;36,8;0,6517683224682037
7,994;26,77348;173,247;37,4;0,6470843536215689
8,005;26,98148;173,798;37,4;0,6441381273377146
8,015;27,26648;174,562;37,4;0,6402073168227068
8,026;27,662480000000002;175,398;37,4;0,634064624719114
8,037;27,996480000000002;177,071;37,4;0,632475939832436
8,047;28,27462;178,814;38,1;0,6324187557604665
8,059;28,4159;179,765;39,5;0,6326211733571696
8,069;28,43758;180,766;37,9;0,6356588711135054
8,08;28,24878;180,899;33,9;0,6403780977443982
8,091;28,10726;182,243;31,3;0,6483840829735805
8,102;28,005;182,663;30,0;0,6522513836814855
8,113;27,98288;178,472;29,4;0,6377899630059523
8,124;28,060019999999998;178,217;30,1;0,6351278438147943
8,135;28,23632;178,572;31,6;0,6324195220906974
8,144;28,43942;179,364;32,1;0,6306879676167798
8,156;28,656579999999998;180,284;32,9;0,6291190365354136
8,166;28,95168;181,045;33,4;0,6253350410062559
8,177;29,26882;182,952;34,1;0,6250747382367994
8,188;29,5831;185,478;35,5;0,6269728324617772
8,199;29,84322;188,42;36,1;0,631366186356566
8,209;30,04622;191,38;36,1;0,6369520026146384
8,22;30,131339999999998;195,297;36,7;0,6481523888416514
8,232;30,116480000000003;199,988;37,4;0,6640483881250399
8,242;30,09148;204,217;37,4;0,6786538914004895
8,253;29,98448;208,565;37,4;0,6955765115819917
8,264;29,85662;212,188;38,1;0,7106899575370554
8,275;29,675739999999998;214,444;38,7;0,7226239345674278
8,285;29,43574;215,663;38,7;0,7326569673464979
8,296;29,13574;216,423;38,7;0,7428093468708878
8,307;28,747739999999997;216,348;38,7;0,7525739414646161
8,319;28,26974;215,053;38,7;0,7607179974064141
8,33;27,739739999999998;213,401;38,7;0,7692970446009949
8,341;27,239739999999998;211,25;38,7;0,7755213522596031
8,351;26,80174;208,451;38,7;0,7777517429838511
8,362;26,47674;204,797;38,7;0,7734977946680748
8,373;26,23174;201,028;38,7;0,766354042850379
8,384;26,055899999999998;197,088;39,5;0,7564044995567223
8,395;25,955019999999998;193,284;40,1;0,7446883107776454
8,405;25,89002;190,483;40,1;0,7357390994676714
8,416;25,86302;188,288;40,1;0,7280201616052573
8,427;25,89802;186,613;40,1;0,7205685994527766
8,438;25,95002;185,171;40,1;0,7135678508147586
8,449;26,04418;183,845;40,9;0,7058966725003436
8,459;26,14528;183,06;41,4;0,7001646186233232
8,469;26,28428;182,613;41,4;0,6947612793654611
8,48;26,42328;182,481;41,4;0,6906069193529343
8,491;26,57142;182,771;42,1;0,6878480713488402
8,502;26,73056;183,404;42,8;0,6861210539547244
8,513;26,88856;184,272;42,8;0,6853174733046321
8,524;27,06956;185,211;42,8;0,6842039545526415
8,536;27,24756;186,235;42,8;0,6834923934473398
8,547;27,43356;187,522;42,8;0,6835496377429687
8,557;27,576700000000002;188,92;43,5;0,6850710926252959
8,568;27,68582;190,366;44,1;0,6875938657406572
8,579;27,742820000000002;191,319;44,1;0,6896162682813065
8,589;27,77282;191,952;44,1;0,6911505565513333
8,6;27,77282;192,748;44,1;0,6940166680949216
8,612;27,727980000000002;193,709;44,9;0,6986048028020793
8,651;26,74188;203,391;49,4;0,7605710593271677
8,657;26,775879999999997;205,92;49,4;0,7690503542740706
8,664;26,78388;209,307;49,4;0,7814663148132382
8,671;26,78888;212,405;49,4;0,7928849582364027
8,678;26,77388;214,912;49,4;0,8026927737033259
8,686;26,80388;218,152;49,4;0,8138821692978778
8,695;26,80088;221,657;49,4;0,8270512013038378
8,704;26,83604;233,503;50,2;0,8701097479359845
8,714;26,93216;275,702;50,8;1,023690636027708
8,724;26,98916;313,407;50,8;1,1612328801637397
8,734;27,160159999999998;313,276;50,8;1,153439449546689
8,745;27,44998;308,98;49,9;1,1256110204816179
8,754;27,877879999999998;307,785;49,4;1,1040473665859816
8,765;28,496879999999997;303,403;49,4;1,0646884851955725
8,775;29,17272;295,922;48,6;1,0143791871309908
8,785;30,02662;283,377;48,1;0,9437525768801149
8,795;31,00262;272,386;48,1;0,8785902610811602
8,805;30,41576;265,686;13,8;0,8735142570825125
8,816;30,15054;259,453;-12,3;0,8605252177904607
8,826;27,95034;256,239;-8,3;0,9167652343406197
8,836;27,92598;254,337;-5,1;0,9107540720146616
8,846;27,82552;244,869;-2,4;0,8800158990739435
8,856;27,76906;218,234;0,3;0,7858890434173861
8,866;27,69562;204,051;3,1;0,736762708327165
8,875;27,6291;206,213;5,5;0,7463616259668248
8,886;27,49566;209,327;8,3;0,7613092393490464
8,896;27,3402;211,938;11,0;0,7751881844317159
8,906;27,12256;212,63;12,8;0,7839599211873804
8,916;26,957;212,636;15,0;0,7887969729569314
8,926;26,8465;212,019;17,5;0,7897454044288827
8,937;26,74992;209,495;19,6;0,7831612206690713
8,946;26,69616;208,017;20,8;0,7792019526403797
8,957;26,67444;206,492;22,2;0,7741193442111624
8,967;26,604840000000003;205,664;24,2;0,7730322753303532
8,978;26,643220000000003;204,348;26,1;0,7669793666080901
8,989;26,677500000000002;203,03;27,5;0,7610533220879017
8,999;26,747780000000002;202,625;28,9;0,7575395042130599
9,009;26,94604;203,166;30,2;0,7539734966622182
9,019;27,1633;203,791;31,5;0,7502438952557311
9,03;27,3916;204,587;33,0;0,7468968588910467
9,039;27,63482;205,655;34,1;0,7441879483926438
9,05;27,813100000000002;206,536;35,5;0,7425853284962841
9,06;27,93722;207,256;36,1;0,7418633636417653
9,071;28,02938;208,943;36,9;0,7454428175007796
9,081;28,041619999999998;210,353;38,1;0,7501456763196991
9,092;28,061899999999998;211,78;39,5;0,754688741674655
9,102;28,02002;212,817;40,1;0,7595176591594154
9,112;27,93116;213,096;40,8;0,7629328678078533
9,122;27,789279999999998;213,265;41,4;0,7674362200100182
9,131;27,62142;213,361;42,1;0,7724476149307312
9,142;27,44372;213,077;43,6;0,7764144219515431
9,152;27,30282;211,991;44,1;0,7764436054590699
9,163;27,15698;210,322;44,9;0,7744675586166061
9,173;27,05508;208,558;45,4;0,7708644735110743
9,183;26,961080000000003;207,155;45,4;0,7683483005873651
9,194;26,892239999999997;205,635;46,2;0,7646629659708526
9,204;26,914360000000002;204,613;46,8;0,7602372859692743
9,215;26,939519999999998;203,417;47,6;0,7550876927280071
9,225;26,978620000000003;202,477;48,1;0,7505091068408984
9,236;27,03878;202,014;48,9;0,7471269043943551
9,246;27,075879999999998;201,867;49,4;0,7455602551052819
9,256;27,159879999999998;201,757;49,4;0,7428493793050632
9,267;27,24704;201,267;50,2;0,738674733108624
9,277;27,35616;200,809;50,8;0,7340540485214299
9,288;27,43016;200,381;50,8;0,7305134202644097
9,298;27,482300000000002;200,128;51,5;0,7282068822478467
9,309;27,48442;200,015;52,1;0,7277395702729037
9,319;27,44542;199,96;52,1;0,7285732920101059
9,329;27,41542;199,73;52,1;0,7285316073946705
9,339;27,39342;199,855;52,1;0,7295730142494073
9,35;27,430560000000003;200,137;52,8;0,72961324887279
9,361;27,50968;200,141;53,4;0,7275293642092528
9,371;27,63568;200,536;53,4;0,7256416342930588
9,381;27,79468;201,327;53,4;0,7243364557534031
9,391;27,94268;202,722;53,4;0,725492329296975
9,401;28,086840000000002;205,384;54,2;0,7312463773069522
9,412;28,21096;208,217;54,8;0,7380713027844498
9,422;28,28296;210,452;54,8;0,7440946775019305
9,432;28,30996;212,031;54,8;0,748962555934378
9,443;28,25496;214,235;54,8;0,7582208575060805
9,454;28,168960000000002;216,296;54,8;0,7678522742763665
9,464;28,04496;218,009;54,8;0,7773553608206252
9,474;27,96096;218,793;54,8;0,7824945924603447
9,485;27,97596;219,561;54,8;0,7848202528170615
9,496;28,07196;220,097;54,8;0,784045716793555
9,506;28,25296;220,972;54,8;0,7821198203657245
9,516;28,49096;222,02;54,8;0,7792647211606769
9,527;28,732960000000002;222,58;54,8;0,7746504362933717
9,537;29,0501;224,148;55,5;0,7715911477068925
9,548;29,34722;225,513;56,1;0,7684305361802583
9,559;29,634220000000003;228,057;56,1;0,7695731488799098
9,569;29,852220000000003;231,276;56,1;0,774736351266338
9,579;30,08708;234,733;55,4;0,7801787345265808
9,59;30,26096;238,167;54,8;0,7870437686048295
9,601;30,41696;241,176;54,8;0,7928997506654182
9,611;30,5898;243,356;54,0;0,7955462278275766
9,622;30,71868;245,655;53,4;0,7996925649148987
9,632;30,83968;247,278;53,4;0,8018176582895801
9,643;30,97868;248,856;53,4;0,8033137628846677
9,653;31,047539999999998;250,032;52,7;0,8053198417652414
9,664;31,10442;251,807;52,1;0,8095537547396799
9,674;31,07742;252,852;52,1;0,8136196634083526
9,684;31,06242;253,515;52,1;0,8161469711632255
9,695;31,09242;254,305;52,1;0,817900311394224
9,706;31,11642;254,859;52,1;0,8190498778458448
9,717;31,12942;255,544;52,1;0,8209083240227413
9,726;31,16342;255,848;52,1;0,8209881970592445
9,737;31,21842;257,234;52,1;0,8239814827271849
9,748;31,25342;258,396;52,1;0,8267767175560308
9,759;31,34742;260,766;52,1;0,8318579328059535
9,768;31,461560000000002;262,97;52,8;0,8358453935532759
9,779;31,55254;265,026;52,7;0,8399513953551759
9,79;31,58742;265,796;52,1;0,8414615691943184
9,8;31,52242;267,704;52,1;0,8492495182793707
9,81;31,42842;269,453;52,1;0,8573545854357298
9,821;31,28242;271,021;52,1;0,8663683947725274
9,832;31,12142;270,484;52,1;0,8691248664103371
9,842;30,89942;270,863;52,1;0,8765957419265477
9,852;30,68642;270,049;52,1;0,8800277125842637
9,863;30,52242;268,795;52,1;0,8806477336987041
9,874;30,32942;267,192;52,1;0,8809664015995031
9,884;30,13142;265,154;52,1;0,8799917162881803
9,894;29,95342;262,933;52,1;0,8778062738745691
9,905;29,80942;260,578;52,1;0,8741464946315627
9,916;29,673280000000002;259,587;51,4;0,8748173440886884
9,927;29,52734;258,007;51,7;0,8737901890248155
9,936;29,40642;256,184;52,1;0,8711839115404052
9,947;29,29742;253,539;52,1;0,8653970213076783
9,958;29,20342;252,237;52,1;0,8637241802501213
9,968;29,18842;251,171;52,1;0,8605159169286997
9,979;29,20342;250,039;52,1;0,8561976645201144
9,99;29,22042;248,544;52,1;0,8505832565035
10,0;29,20542;247,699;52,1;0,8481268202956848
10,01;29,18842;246,047;52,1;0,8429610098799455
10,021;29,14842;244,561;52,1;0,8390197478971415
10,032;29,12842;244,135;52,1;0,8381333419389037
10,042;29,04242;244,6;52,1;0,8422163166843535
10,053;28,99542;244,199;52,1;0,8421985265259135
10,064;29,02742;243,801;52,1;0,839898964496328
10,075;29,14142;245,389;52,1;0,8420626036754558
10,084;29,33942;246,861;52,1;0,8413970010313768
10,095;29,55942;248,198;52,1;0,8396578823265138
10,107;29,720560000000003;249,013;52,8;0,837847604486591
10,118;29,70868;250,634;53,4;0,8436389634275235
10,127;29,62868;251,831;53,4;0,849956866117559
10,139;29,47068;254,113;53,4;0,8622569957666399
10,149;29,26268;256,454;53,4;0,8763858949351188
10,16;29,02968;257,363;53,4;0,8865512813093359
10,171;28,75268;258,043;53,4;0,8974572109452059
10,182;28,47568;256,372;53,4;0,9003191495339182
10,192;28,18854;254,126;52,7;0,9015223917237289
10,203;27,88842;253,014;52,1;0,9072367670882755
10,213;27,55442;250,751;52,1;0,9100209694125299
10,224;27,27942;247,894;52,1;0,9087216663697396
10,235;26,97742;244,428;52,1;0,9060466123150398
10,246;26,74242;240,889;52,1;0,9007748737773171
10,256;26,50456;237,671;52,8;0,8967173950444752
10,267;26,27168;234,132;53,4;0,8911953860582954
10,278;26,05668;231,84;53,4;0,8897526469220177
10,289;25,84068;229,514;53,4;0,8881887009165393
10,298;25,68968;227,848;53,4;0,8869242435094561
10,31;25,54868;225,099;53,4;0,8810592171493791
10,321;25,44284;222,626;54,2;0,8750045199356675
10,332;25,343919999999997;221,165;54,6;0,8726550588859181
10,378;24,40768;214,408;53,4;0,8784448173689593
10,386;24,38768;214,057;53,4;0,877725966553604
10,396;24,37568;213,378;53,4;0,8753725024286502
10,406;24,365840000000002;212,567;54,2;0,8723975861287768
10,417;24,35096;210,915;54,8;0,8661465502797425
10,425;24,316119999999998;208,979;55,6;0,8594257636497928
10,435;24,23744;207,1;57,2;0,8544631776293206
10,48;23,34006;203,618;65,3;0,8723970718155822
10,487;23,4221;203,689;65,5;0,8696444810670265
10,495;23,496100000000002;203,916;65,5;0,8678716893441889
10,503;23,590100000000003;204,794;65,5;0,8681353618679022
10,513;23,73226;205,551;66,3;0,8661248444100983
10,523;23,93036;205,824;66,8;0,8600957110549111
10,533;24,17052;206,104;67,6;0,8527081750827041
10,543;24,47962;206,578;68,1;0,8438774784902706
10,554;24,88862;207,562;68,1;0,8339634740696753
10,563;25,3638;208,886;69,0;0,8235595612644793
10,572;25,7549;210,63;69,5;0,8178249575808877
10,583;26,0419;213,298;69,5;0,8190569812494481
10,593;26,227899999999998;215,881;69,5;0,8230967786212393
10,603;26,378739999999997;218,462;68,7;0,828174507197842
10,613;26,4573;220,838;66,5;0,8346959062338183
10,623;26,51652;222,934;62,6;0,8407362655431407
10,634;26,542859999999997;224,283;59,3;0,844984300862831
10,644;26,53592;224,131;59,6;0,844632483064465
10,654;26,54602;223,414;60,1;0,8416101547425942
10,664;26,53802;222,108;60,1;0,8369426204366416
10,673;26,48618;221,25;60,9;0,8353412987452324
10,683;26,3903;220,84;61,5;0,8368226204325073
10,693;26,29644;220,166;62,2;0,8372464105407423
10,704;26,22156;218,779;62,8;0,8343477657317108
10,714;26,196720000000003;217,14;63,6;0,8288823944371662
10,724;26,20682;215,307;64,1;0,8215685840556007
10,734;26,24182;213,499;64,1;0,8135830517852801
10,744;26,25398;211,969;64,9;0,8073785384158897
10,754;26,2971;210,061;65,5;0,798799107125881
10,764;26,3761;207,869;65,5;0,7880960414921083
10,775;26,46726;205,919;66,3;0,7780140445214201
10,785;26,544359999999998;204,477;66,8;0,7703218310782405
10,795;26,60852;203,201;67,6;0,7636689301020877
10,805;26,69362;202,056;68,1;0,7569449179242081
10,815;26,779619999999998;201,048;68,1;0,7507500106424214
10,825;26,88678;200,187;68,9;0,744555502741496
10,835;27,0059;199,228;69,5;0,737720275939702
10,845;27,1239;198,347;69,5;0,7312628346218649
10,855;27,2849;197,04;69,5;0,7221576769568515
10,865;27,4259;196,496;69,5;0,7164614470263511
10,875;27,5749;196,323;69,5;0,7119626907078539
10,885;27,7159;196,294;69,5;0,7082360666620965
10,895;27,881899999999998;196,442;69,5;0,7045502637912051
10,905;28,085040000000003;197,151;70,2;0,7019787046769382
10,916;28,28116;197,867;70,8;0,6996424474809377
10,924;28,45916;198,671;70,8;0,6980915810586117
10,934;28,61516;199,888;70,8;0,6985388164874843
10,944;28,79116;201,3;70,8;0,6991729405831513
10,954;28,92216;202,558;70,8;0,7003557134045313
10,964;29,04116;203,55;70,8;0,7009017546131078
10,975;29,16216;205,285;70,8;0,7039430549726083
10,985;29,28816;206,78;70,8;0,7060190875766863
10,995;29,370160000000002;207,827;70,8;0,7076127607067854
11,005;29,422320000000003;209,112;71,6;0,7107257347483134
11,015;29,40526;210,459;71,3;0,7157188883893563
11,025;29,42716;211,609;70,8;0,7190941973333479
